SKU,Name,Regular price,Description,Categories,Images
laptop-asus-vivobook-15-oled-a1505va-l1688w,Laptop ASUS Vivobook 15 OLED A1505VA-L1688W,18490000,Xem chi tiết: https://cellphones.com.vn/laptop-asus-vivobook-15-oled-a1505va-l1688w.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//t/e/text_ng_n_22__4_96.png"
laptop-msi-modern-14-f13mg-240vncp,Laptop MSI Modern 14 F13MG-240VNCP,12990000,Xem chi tiết: https://cellphones.com.vn/laptop-msi-modern-14-f13mg-240vncp.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_744_1__17.png"
laptop-lenovo-ideapad-slim-3-14irh10-83k0000bvn,Laptop Lenovo IdeaPad Slim 3 OLED 14IRH10 83K0000BVN,17490000,Xem chi tiết: https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k0000bvn.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_659_2__6.png"
apple-macbook-air-15-m4-10cpu-10gpu-16gb-512gb-2025-sac-70w,MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W | Chính hãng Apple Việt Nam,34690000,Xem chi tiết: https://cellphones.com.vn/apple-macbook-air-15-m4-10cpu-10gpu-16gb-512gb-2025-sac-70w.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//m/a/macbook_4__1_3_2.png"
laptop-dell-inspiron-15-3520-n3520-i5u165w11slu,Laptop Dell Inspiron 15 3520 N3520-I5U165W11SLU,15990000,Xem chi tiết: https://cellphones.com.vn/laptop-dell-inspiron-15-3520-n3520-i5u165w11slu.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_659_6_.png"
laptop-lenovo-ideapad-slim-3-15irh10-83k1000jvn,Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1000JVN ,17990000,Xem chi tiết: https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15irh10-83k1000jvn.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_659_1__9.png"
laptop-asus-vivobook-15-x1504va-nj1969w,Laptop ASUS Vivobook 15 X1504VA-NJ1969W,13690000,Xem chi tiết: https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj1969w.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_659_26.png"
laptop-asus-vivobook-go-15-e1504fa-bq1150w,Laptop ASUS Vivobook Go 15 E1504FA-BQ1150W,12190000,Xem chi tiết: https://cellphones.com.vn/laptop-asus-vivobook-go-15-e1504fa-bq1150w.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_744_1_44.png"
laptop-asus-vivobook-s-16-oled-m5606ka-ri016ws-ryzen-ai-7,Laptop ASUS Vivobook S 16 OLED M5606KA-RI016WS,26990000,Xem chi tiết: https://cellphones.com.vn/laptop-asus-vivobook-s-16-oled-m5606ka-ri016ws-ryzen-ai-7.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_658.png"
laptop-acer-aspire-lite-15-al15-71p-517d,Laptop Acer Aspire Lite 15 AL15-71P-517D,13790000,Xem chi tiết: https://cellphones.com.vn/laptop-acer-aspire-lite-15-al15-71p-517d.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_659_15.png"
laptop-hp-pavilion-15-eg3093tu-8c5l4pa,Laptop HP Pavilion 15-EG3093TU 8C5L4PA,16390000,Xem chi tiết: https://cellphones.com.vn/laptop-hp-pavilion-15-eg3093tu-8c5l4pa.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//t/e/text_ng_n_12__4_7.png"
laptop-dell-inspiron-15-3530-n3530,Laptop Dell Inspiron 15 3530 N3530,17490000,Xem chi tiết: https://cellphones.com.vn/laptop-dell-inspiron-15-3530-n3530.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_744_1_9.png"
laptop-lenovo-ideapad-flex-5-14abr8-82xx00dlvn,Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00DLVN,17490000,Xem chi tiết: https://cellphones.com.vn/laptop-lenovo-ideapad-flex-5-14abr8-82xx00dlvn.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_828_11_.png"
laptop-asus-zenbook-s-16-um5606ka-rk127ws-ryzen-ai-7,Laptop ASUS Zenbook S 16 UM5606KA-RK127WS,35990000,Xem chi tiết: https://cellphones.com.vn/laptop-asus-zenbook-s-16-um5606ka-rk127ws-ryzen-ai-7.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//t/e/text_d_i_1__4_4.png"
laptop-asus-vivobook-s-14-oled-m5406wa-pp071ws,Laptop ASUS Vivobook S 14 OLED M5406WA-PP071WS,29990000,Xem chi tiết: https://cellphones.com.vn/laptop-asus-vivobook-s-14-oled-m5406wa-pp071ws.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//g/r/group_565_2_.png"
laptop-acer-aspire-lite-al16-51p-55n7,Laptop Acer Aspire Lite AL16-51P-55N7 NX.KX0SV.001,13290000,Xem chi tiết: https://cellphones.com.vn/laptop-acer-aspire-lite-al16-51p-55n7.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//t/e/text_ng_n_19__3_19.png"
laptop-hp-pavilion-15-eg3111tu-8u6l8pa,Laptop HP Pavilion 15-EG3111TU 8U6L8PA,16390000,Xem chi tiết: https://cellphones.com.vn/laptop-hp-pavilion-15-eg3111tu-8u6l8pa.html,Laptop,"https://cdn2.cellphones.com.vn/x358,webp,q100//t/e/text_ng_n_10__4_41.png"
